address,categoryName,city,location/lat,location/lng,neighborhood,title,
"F5PQ+M2C حي, Abu Al Hamayil Ln, Al-Balad, Jeddah 22236, Saudi Arabia",Cafe,Jeddah,21.4866791,39.1875109,Al Balad,1/15 Neighborhood cafe,
"حي الخنشليله6976, Jeddah 22237, Saudi Arabia",Cafe,Jeddah,21.485811,39.1925048,Al Balad,Cafe وردة الفرسان,
"شارع الملك عبدالعزيز, Al Balad, Jeddah 22233, Saudi Arabia",Cafe,Jeddah,21.4806196,39.1840599,Al Balad,انسان Cafe (insan Cafe),
"3245 طريق الملك عبدلله ابن عبد العزيز،، 8393،, Jeddah 22392, Saudi Arabia",Cafe,Jeddah,21.6733497,39.1209275,Al Basateen,ايفولف كوفي EVOLVE COFFEE,
"4407, Al Basateen, Jeddah 23719, Saudi Arabia",Cafe,Jeddah,21.6959894,39.1087098,Al Basateen,Barn's | بارنز,
"7415 Prince Sultan Rd, Al Basateen, Jeddah 23717, Saudi Arabia",Cafe,Jeddah,21.6691393,39.1218783,Al Basateen,ESSO Coffee - إيسو كوفي,
"7922 علي جميل JKAA7922 2392, Jeddah 22812, Saudi Arabia",Cafe,Jeddah,21.6979792,39.1174556,Al Basateen,كورس جرايند | Coarse Grind,
"Abi Haitham Al Ansari, Street, Jeddah 23623, Saudi Arabia",Cafe,Jeddah,21.6960852,39.1110677,Al Basateen,Coffee Haif - كفي هيف,
"Al Murjan, Jeddah 21477, Saudi Arabia",Cafe,Jeddah,21.6722478,39.120994,Al Basateen,4M CAFE,
"Al-Salehiyah، حي, Jeddah 23763, Saudi Arabia",Cafe,Jeddah,21.6850714,39.1104296,Al Basateen,بارنيز كافيه | Barnie's Cafe,
"King Abdul Aziz Rd, Al Basateen, Jeddah 23718, Saudi Arabia",Cafe,Jeddah,21.5039927,39.3597503,Al Basateen,وودن كافيه,
"King Abdul Aziz Rd, حي البساتين, Jeddah 23713, Saudi Arabia",Cafe,Jeddah,21.6719472,39.121038,Al Basateen,المذاق المغربي,
"M5FF+F84, King Abdulaziz International Airport, Jeddah 23635, Saudi Arabia",Cafe,Jeddah,21.6733548,39.1209737,Al Basateen,وايت كب كافيه,
"Prince Sultan Rd, Al Basateen, Jeddah 23717, Saudi Arabia",Cafe,Jeddah,21.6847352,39.1189108,Al Basateen,Pure coffee,
"Prince Sultan Rd, Al Basateen, Jeddah 27313, Saudi Arabia",Cafe,Jeddah,21.4772834,39.3548377,Al Basateen,iCoffe,
"Prince Sultan Rd, Al Mohammadiyyah, Jeddah 23624, Saudi Arabia",Cafe,Jeddah,21.6998501,39.1051604,Al Basateen,Costa Coffee,
"فرع سلطان 4، شارع الأمير سلطان، AL AMIR SULTAN STREET AFTER AL AYA SQUARE BESIDE AMANAT JEDDAH Jeddah AL BASATEEN حي البساتين, Jeddah Saudi Arabia",Cafe,Jeddah,21.673147,39.1202656,Al Basateen,Barn's,
"285, Al Bashaer, Jeddah 23782, Saudi Arabia",Cafe,Jeddah,21.8209245,39.1749669,Al Bashaer,Barn's,
"285, Al Bashaer, Jeddah 23782, Saudi Arabia",Cafe,Jeddah,21.8211009,39.1742066,Al Bashaer,Piva Cafe - Al Bashaer Branch,
"Al Bashaer، طريق عسفان، الفروسية، جدة 23836, Jeddah 23782, Saudi Arabia",Cafe,Jeddah,21.8212844,39.1744491,Al Bashaer,Al Garyat Cafeteria,
"Al Mourjan, Al Murjan, Jeddah 23715, Saudi Arabia",Cafe,Jeddah,21.8205548,39.1743804,Al Bashaer,Kyan,
"R5CF+9M9, Al Bashaer, Jeddah 23782, Saudi Arabia",Cafe,Jeddah,21.8209017,39.1742219,Al Bashaer,Beva Cafe ,
"حي, Al Bashaer، طريق عسفان الفروسية, Jeddah 23836, Saudi Arabia",Cafe,Jeddah,21.821292,39.1744698,Al Bashaer,Saadeddin cafe,
"طريق عسفان، الفروسية، جدة 23836، Saudi Arabia",Cafe,Jeddah,21.8207035,39.1745863,Al Bashaer,Bon,
"2422 King Abdul Aziz Rd، حي ابحر الجنوبية، JFUB7274، 7274, Jeddah 23734, Saudi Arabia",Cafe,Jeddah,21.6002677,39.1695569,Al Bawadi,X Dose coffee,
"2558 Salah Dhuhni, 7126, Al Bawadi, Jeddah 23443, Saudi Arabia",Cafe,Jeddah,21.4540669,39.3953797,Al Bawadi,Locals Cafe,
"2748 6130 Qouraish, Al Bawadi, Jeddah 23531, Saudi Arabia",Cafe,Jeddah,21.5986793,39.1627336,Al Bawadi,Guest House Café,
"6866 Al Khateeb Al Tabrizi, 3066، حي السلامة، Jeddah 23443, Saudi Arabia",Cafe,Jeddah,21.6106811,39.1680143,Al Bawadi,Sitio cafe,
"7191 Taha Ahmad, حي البوادي, Al Bawadi، 3283, Jeddah 23443, Saudi Arabia",Cafe,Jeddah,21.5914781,39.1731715,Al Bawadi,Sweet Time The Best Cafe,
"8749 Hail Street, Al Andalus, Jeddah 23326, Saudi Arabia",Cafe,Jeddah,21.5896613,39.1660195,Al Bawadi,X Dose coffee,
"Abdul Rahman Ibn Al Abbas, Al Bawadi, Jeddah 23531, Saudi Arabia",Cafe,Jeddah,21.6013288,39.1711853,Al Bawadi,Barn's,
"Al Bawadi, Jeddah 23443, Saudi Arabia الخطيب التبريزي H5PC+X9",Cafe,Jeddah,21.5874504,39.1708999,Al Bawadi,Plus 2 Cafe,
"AL SETEEN STREET INSIDE AL BAWADI MARKET, AL BAWADI, حي البوادي- طريق الملك فهد, فرع البوادي, Jeddah Saudi Arabia",Cafe,Jeddah,21.5936364,39.1736533,Al Bawadi,Barn's,
"Hira St, Al Bawadi, Jeddah 22230, Saudi Arabia",Cafe,Jeddah,21.6156707,39.1653802,Al Bawadi,BON CAFE,
"J529+4R3 حي, Qouraish, Al Bawadi, Jeddah 23443, Saudi Arabia",Cafe,Jeddah,21.5895003,39.1695977,Al Bawadi,Ninth Bar,
"J586+2Q, Hira St, Al Bawadi, As-Samer 23531, Saudi Arabia",Cafe,Jeddah,21.6149802,39.1619469,Al Bawadi,PRESSO ,
"Prince Sultan Rd, Al Zahra, Jeddah 23424, Saudi Arabia",Cafe,Jeddah,21.5897438,39.1652278,Al Bawadi,EL & N,
"R2HM+65, Albuhayrat 23825, Saudi Arabia",Cafe,Jeddah,21.8281043,39.0329,Al Buhayrat,Starbucks,
"Mall, Prince Abdullah AlFiasal St, Corniche, Jeddah 23817, Saudi Arabia",Cafe,Jeddah,21.765528,39.128814,Obhur Al Shamaliyah,Starbucks,
"C8JV+9WW, Al Fadel, Jeddah 22382, Saudi Arabia",Cafe,Jeddah,21.4309927,39.3448248,Al Fadel,كنافه الوليد العلياء,
"Old makkah road, Al Fadel, Jeddah 22364, Saudi Arabia",Cafe,Jeddah,21.4217668,39.3342942,Al Fadel,Tuba Cafe,
"2063 طريق الليث 7351, 7480, Al Qryniah District, Jeddah 22535 5425, JMFC7351, Jeddah 22543, Saudi Arabia",Cafe,Jeddah,21.3174877,39.2618005,Al Fadeylah,Rest Cafe,
"2440 أحمد بن بكر بن بقية، حي الفضيلة، JMFA8463، 8463, Jeddah 22543, Saudi Arabia",Cafe,Jeddah,21.3283719,39.2657811,Al Fadeylah,Food leaving Tablis,
"Alleth Road, Alfadilah Dist. J oil station, Jeddah Saudi Arabia",Cafe,Jeddah,21.312576,39.261833,Al Fadeylah,Barn's | بارنز,
"F7WW+VRR, Abruq Ar Rughamah, Jeddah 22272, Saudi Arabia",Cafe,Jeddah,21.3123994,39.2619931,Al Fadeylah,Artist cafe,
"حي, Al Fadeylah, Jeddah 22543, Saudi Arabia",Cafe,Jeddah,21.3140516,39.2618484,Al Fadeylah,Coarse Grind,
"خط السريع, Al Fadeylah، محطة الدريس حي, Jeddah 22166, Saudi Arabia",Cafe,Jeddah,21.3056727,39.2621053,Al Fadeylah,أونزا Cafe. ONZA,
"3821 King Fahd Br Rd، حي الفيصلية، 8332, Jeddah 23445, Saudi Arabia",Cafe,Jeddah,21.5767157,39.182806,Al Faisaliyyah,J.S Jawaher Cafe,
"6438+MF, Thuwal 23945, Saudi Arabia",Cafe,Jeddah,21.569477,39.1756019,Al Faisaliyyah,Esso coffee,
"8327 Al Imam Al Shafei, 5041, Jeddah 23447, Saudi Arabia",Cafe,Jeddah,21.5768438,39.1946916,Al Faisaliyyah,LAS CAFE,
"8578 Muhammad Aqilah, Al Faisaliyyah, JDBA2839, 2839, Jeddah 23442, Saudi Arabia",Cafe,Jeddah,21.5791182,39.1734123,Al Faisaliyyah,Cafe,
"Al Faisaliyyah, Jeddah 23447, Saudi Arabia",Cafe,Jeddah,21.5841063,39.1878419,Al Faisaliyyah,Question Cafe ,
"Al Tadamun Al Arabi, Mishrifah, Jeddah 23341, Saudi Arabia",Cafe,Jeddah,21.5825565,39.1770302,Al Faisaliyyah,هوكا كافيه Hookah cafe,
"H59C+84R بجوار كوبري المربع, Al Madinah Al Munawarah Branch Rd, Al Faisaliyyah, Jeddah 23442, Saudi Arabia",Cafe,Jeddah,21.5683621,39.1702625,Al Faisaliyyah,Cafeteria,
"H5GV+QW, Al Imam Ash Shafei, Al Faisaliyyah، As-Samer Jeddah SA, Jeddah 23447, Saudi Arabia",Cafe,Jeddah,21.5769542,39.1948129,Al Faisaliyyah,Seba Cafe,
"H5MP+4W5, Al Makarunah Rd, Al Faisaliyyah, Jeddah 23445, Saudi Arabia",Cafe,Jeddah,21.5827592,39.1873618,Al Faisaliyyah,Radi hilal cafe,
"H5MQ+VWQ، شارع صاري الفرعي, Al Faisaliyyah, Jeddah 23447, Saudi Arabia",Cafe,Jeddah,21.5847239,39.1898461,Al Faisaliyyah,Meziane Bakery cafe,
"Hira St, Al Marwah, Jeddah 23545, Saudi Arabia",Cafe,Jeddah,21.5763421,39.1969793,Al Faisaliyyah,ريتم كافيه,
"Obhur, Al Shera'a, Jeddah 23814, Saudi Arabia",Cafe,Jeddah,21.5761875,39.1960625,Al Faisaliyyah,Dose Cafe,
"P4PF+P59, Al Kurnaysh Br Rd, Abhur Al Junoobiyah, Jeddah 23732, Saudi Arabia",Cafe,Jeddah,21.5791301,39.1733101,Al Faisaliyyah,Onza Cafe I اونزا كافيه,
"Space Plaza، Al Shakereen Street، Al Safa District, Jeddah 23453, Saudi Arabia",Cafe,Jeddah,21.5719411,39.1957565,Al Faisaliyyah,Muta's Cafe I موتاس كافيه,
"الحرازات محطه سبا, Jeddah 22393, Saudi Arabia",Cafe,Jeddah,21.5795649,39.166201,Al Faisaliyyah,أصل الذوق كافيه,
"الصيرفي مول, Jeddah Saudi Arabia",Cafe,Jeddah,21.5598189,39.1860451,Al Faisaliyyah,BON Cafe ️,
"2786 ابو سلاله الاسلمي، حي الزهراء، جدة 23425 7794 Saudi Arabia",Cafe,Jeddah,21.7862701,39.2026223,Al Falah,Qurunfulah Cafe - قهوة قرنفله,
"8301 حبيب الفهري(رضي الله عنه، حي الحرازات، JAZB2069، 2069, Jeddah 22392, Saudi Arabia",Cafe,Jeddah,21.7839232,39.1750457,Al Falah,Z coffee,
"9225 الشريف أبو نمي بن محمد بن بر، حي الفلاح, Jeddah 23762, Saudi Arabia",Cafe,Jeddah,21.7945776,39.1888101,Al Falah,Iconic cafe,
"Al Faisaliyyah, Jeddah 23447, Saudi Arabia",Cafe,Jeddah,21.7741821,39.2063545,Al Falah,Sekerli Cafe,
"Al Falah, Jeddah 23762, Saudi Arabia",Cafe,Jeddah,21.7939442,39.1869742,Al Falah,Black stag ,
"Al Falah, Jeddah 23762, Saudi Arabia",Cafe,Jeddah,21.7818293,39.1688602,Al Falah,Coarse Grind ,
"Q5MF+8R9 حي, Al Falah, Jeddah 23762, Saudi Arabia",Cafe,Jeddah,21.7832912,39.1746142,Al Falah,Princes Coffee ,
"Q6Q2+HMW حي, Al Falah, Jeddah 23762, Saudi Arabia",Cafe,Jeddah,21.7889988,39.2017021,Al Falah,Quick Cafe ,
"الشريف أبونمي بن محمد بن بركات, Jeddah Saudi Arabia",Cafe,Jeddah,21.7939202,39.1868985,Al Falah,3SHOTS,
"حي, الشراع،, 8196 Aabir Al Qarath St, 4082،, Jeddah 23816, Saudi Arabia",Cafe,Jeddah,21.7837034,39.1744734,Al Falah,X7 COFFEE,
"شارع ابو قتادة الانصاري, Al Falah, Jeddah 23814, Saudi Arabia",Cafe,Jeddah,21.787962,39.183491,Al Falah,dr.CAFE COFFEE | V12 Station‎,
"شارع حبيب الفهري الفرعي, Abruq Ar Rughamah, Jeddah 22354, Saudi Arabia",Cafe,Jeddah,21.7822242,39.1867499,Al Falah,Coffee lava,
"فرع ايفينت مول, Ivent الأمير فوازالجنوبي, Al Falah, JEDDAH MAKKAH ROAD INSIDE THE FIRST GAS STATION EVENT MALL Jeddah AL AMIR FAWAZ AL JANOUBY, Jeddah Saudi Arabia",Cafe,Jeddah,21.4415323,39.2791879,Al Falah,Barn's | بارنز,
"3889 Old Mecca Al Moukarramah Rd, Al Farouk District, Jeddah 22347, Saudi Arabia",Cafe,Jeddah,21.4596732,39.2616309,Al Farouk ,consa cafe,
"Old Makkah Road, F73F+PG Almahameed, Jeddah Saudi Arabia",Cafe,Jeddah,21.4542858,39.273887,Al Farouk ,PRESSO,
"2473 الأمير ماجد، حي الفيحاء 8609, Jeddah 22251, Saudi Arabia",Cafe,Jeddah,21.50859,39.22239,Al Fayhaa,Coffee season,
"4319 6857 An Numan Ibn Meqrin, Al Fayha'a, Jeddah 22246, Saudi Arabia",Cafe,Jeddah,21.4898987,39.2249317,Al Fayhaa,KOVA Signature Coffee,
"7579 Abdullah Sulayman St, Al Fayha'a, Jeddah 22246, Saudi Arabia",Cafe,Jeddah,21.4965038,39.2189636,Al Fayhaa,Medd Café & Roastery,
"Abdullah Sulayman St, Al Fayhaa, Jeddah 22246, Saudi Arabia",Cafe,Jeddah,21.4851629,39.2309868,Al Fayhaa,Ekleel Cafe,
"Abdullah Sulayman St, Al Fayha'a, TOP CUSINE CENTER, Jeddah Saudi Arabia",Cafe,Jeddah,21.489761,39.2247936,Al Fayhaa,Rashafat Cafe,
"Abruq Ar Rughamah، JARB7225، 7225 عكرمة الهاشمي، 4248, Jeddah 22354, Saudi Arabia",Cafe,Jeddah,21.511105,39.1970555,Al Fayhaa,Barn's Cafe,
"Al Fayhaa, district, Jeddah 22244, Saudi Arabia",Cafe,Jeddah,21.4981907,39.2125003,Al Fayhaa,Mem Cafe,
"Al Fayha'a, Jeddah 22245, Saudi Arabia",Cafe,Jeddah,21.5059444,39.2189991,Al Fayhaa,Costa Coffee,
"Al Fayha'a, Jeddah 22246, Saudi Arabia",Cafe,Jeddah,21.4946155,39.220712,Al Fayhaa,Cafe ladies garden,
"Al Fayha'a, King Abdullah Road, King Abdullah Road intersection, Jeddah 22253, Saudi Arabia",Cafe,Jeddah,21.5084715,39.2241227,Al Fayhaa,Barn's,
"Al Fayha'a, شارع باخشب،, Jeddah 22246, Saudi Arabia",Cafe,Jeddah,21.4830038,39.2302652,Al Fayhaa,Seven Degree Cafe,
"F6WC+69G، زيد بن عمرو، الفيحاء،, Jeddah 22246, Saudi Arabia",Cafe,Jeddah,21.4955359,39.2209675,Al Fayhaa,Castle Cookies,
"G649+JWM، طريق الأمير ماجد, Al Fayha'a, Jeddah 22245, Saudi Arabia",Cafe,Jeddah,21.506967,39.2179268,Al Fayhaa,Giuliano cafe ,
"G649+M83, Al Fayha'a, Jeddah 22244, Saudi Arabia الاندلس مول",Cafe,Jeddah,21.5066323,39.2182903,Al Fayhaa,Lamara dip ,
"G65F+9P، Al Fayha'a، G65F+9P, طريق الملك عبدالله، الفيحاء،, As-Samer 22251 سلام مول، الفيحاء،, Jeddah 22251, Saudi Arabia",Cafe,Jeddah,21.5084375,39.2243125,Al Fayhaa,Molten Chocolate Cafe,
"G65F+F7J, Al Fayha'a, Jeddah 22251, Saudi Arabia",Cafe,Jeddah,21.5087051,39.2231427,Al Fayhaa,Molten Chocolate Cafe ,
"INSIDE DAR ALHIKMAH UNIVERSITY, Al Fayhaa, Jeddah 22246, Saudi Arabia",Cafe,Jeddah,21.4885629,39.2305525,Al Fayhaa,Barn's | بارنز,
"Salam Mall, Al Fayha'a, الفيحاء،،, Jeddah 22251, Saudi Arabia",Cafe,Jeddah,21.5085729,39.2242923,Al Fayhaa,MammaBunz Cafe ,
"Unnamed Road, Al Fayhaa, Jeddah 22245, Saudi Arabia",Cafe,Jeddah,21.4982271,39.2195013,Al Fayhaa,Barn's | بارنز,
"حي, Abdullah Sulayman St, تاون سكوير, Jeddah 22338, Saudi Arabia",Cafe,Jeddah,21.495706,39.2188056,Al Fayhaa,Dunkin,
"at Karat Station, Al Firdous, Madina to Jeddah Highway, Rehaily District, Jeddah Saudi Arabia",Cafe,Jeddah,21.7809484,39.114288,Al Firdous,Barn's,
"Prince Naif Rd, Al Firdous, Jeddah 23816, Saudi Arabia",Cafe,Jeddah,21.7733947,39.1025027,Al Firdous, Niwa Cafe,
"Q49M+WCV, Obhur Al-Shamaliyah, Jeddah 23819, Saudi Arabia",Cafe,Jeddah,21.7836262,39.1184594,Al Firdous,Segafredo cafe,
"حي, JHWC3887, Prince Naif Rd, 3887, Jeddah 23818, Saudi Arabia",Cafe,Jeddah,21.782658,39.1169883,Al Firdous,AALM MWAZI CAFE,
"3028، 6493 طريق المدينة المنورة، حي طيبة، جدة 3028، 23832 23832, Saudi Arabia",Cafe,Jeddah,21.8258954,39.2073566,Al Frosyah,ماما بنز كافيه| MammaBunz Cafe‏,
"9542 شارع ياسر بن عامر الكناني، البشائر، جدة 23782 3808، Saudi Arabia",Cafe,Jeddah,21.8256177,39.1872974,Al Frosyah,Gigali coffe,
"Al Frosyah, Jeddah 22230, Saudi Arabia",Cafe,Jeddah,21.8380823,39.2052876,Al Frosyah,قهوة بهيج,
"R5QX+J89, Al Frosyah, Jeddah 23839, Saudi Arabia",Cafe,Jeddah,21.8390362,39.1983703,Al Frosyah,بون,
"R6G4+9W5, Al Frosyah, Jeddah 23783, Saudi Arabia",Cafe,Jeddah,21.456069,39.391129,Al Frosyah,EQUATION,
"طريق المحاميد، المحاميد, Jeddah 22396, Saudi Arabia",Cafe,Jeddah,21.8045933,39.201387,Al Frosyah,Casablanca Restaurant and Cafe,
"3809 أبي التمن، JJHA7075، 7075, Jeddah 22444, Saudi Arabia",Cafe,Jeddah,21.3806314,39.2888761,Al Hada,Rose Lounge,
"97JQ+PQH, Alhada, Jeddah 22444, Saudi Arabia",Cafe,Jeddah,21.381795,39.2894913,Al Hada,Banice coffee ,
"JJHA3694، 3694 عبد الخالق بن عيسى، 6875، حي الهدى،, Jeddah 22444،, Saudi Arabia",Cafe,Jeddah,21.3787438,39.2877683,Al Hada,Corniche,
"الهدى الشرقي, Alhada, Jeddah 22444, Saudi Arabia",Cafe,Jeddah,21.3878255,39.3011528,Al Hada,Pearl caffe,
"، 7157، Al Hamadaniyyah،، JGAA3401، 3401 القاسم بن أمية(رضي الله عنه, Jeddah 23761, Saudi Arabia",Cafe,Jeddah,21.7588079,39.1909081,Al Hamadaniyyah,شارجر Cafe || Charger Cafe,
"2283 قيس ابن الحصين، حي الحرازات، JAZD7263، 7263, Jeddah 22393, Saudi Arabia",Cafe,Jeddah,21.77012,39.1770524,Al Hamadaniyyah,المذاق المغربي,
"3301، 8689، Al Hamadaniyyah،, Jeddah 23743،, Saudi Arabia",Cafe,Jeddah,21.7507649,39.1967369,Al Hamadaniyyah,Cafe آريسا,
"3420، 7235 حي, Al Hamadaniyyah, Jeddah 23761, Saudi Arabia",Cafe,Jeddah,21.7590763,39.1908944,Al Hamadaniyyah,89 Coffee,
"3975, Al Hamadaniyah District, Jeddah 23743 8746, Jeddah 23743, Saudi Arabia",Cafe,Jeddah,21.7533805,39.202962,Al Hamadaniyyah,Cafe دار ميم Dar Meem Coffee,
"4016 شارع الحمدانية الفرعي، Al Hamadaniyyah، JGAB6974، 6974, Jeddah 23761, Saudi Arabia",Cafe,Jeddah,21.7570501,39.1970437,Al Hamadaniyyah,Mantorose,
"4037 شارع الحمدانية الفرعي، Al Hamadaniyyah, JGAA7046، 7046, Jeddah 23761, Saudi Arabia",Cafe,Jeddah,21.7576473,39.1973576,Al Hamadaniyyah,دارة القهوة - الحمدانية,
"4089 شارع الحمدانية الفرعي، Al Hamadaniyyah، JGAA7222، 7222, Jeddah 23761, Saudi Arabia",Cafe,Jeddah,21.7591718,39.1976696,Al Hamadaniyyah,رستم,
"4225 شارع الحمدانية الفرعي، Al Hamadaniyyah، JGAB7387، 7387, Jeddah 23761, Saudi Arabia",Cafe,Jeddah,21.760635,39.1988297,Al Hamadaniyyah,زد ون Cafe - Z1 coffee,
"6699، Al Hamadaniyyah، 2974،, Jeddah 23761, Saudi Arabia",Cafe,Jeddah,21.7544791,39.1865336,Al Hamadaniyyah,دارة القهوة,
"6875 شارع الحمدانية الفرعي، Al Hamadaniyyah، 4074 Jeddah SA, Jeddah 23761, Saudi Arabia",Cafe,Jeddah,21.7559327,39.1973788,Al Hamadaniyyah,Starbucks,
"6943 شارع الحمدانية، Al Hamadaniyyah، جدة 23761 4093، Saudi Arabia",Cafe,Jeddah,21.7567165,39.1975095,Al Hamadaniyyah,المذاق المغربي,
"7140 شارع ياسر بن عامر الكناني، Al Hamadaniyyah، جدة 23761 4897، Saudi Arabia",Cafe,Jeddah,21.7584762,39.2054056,Al Hamadaniyyah,Barn's | بارنز,
"7390, Al Hamadaniyah District, Jeddah 23743 2807, Jeddah 23743, Saudi Arabia",Cafe,Jeddah,21.7388418,39.1920894,Al Hamadaniyyah,بون Cafe,
"Abo Omair bin Anas, Al Hamadaniyyah, Jeddah 23743, Saudi Arabia",Cafe,Jeddah,21.7448375,39.1869775,Al Hamadaniyyah,C Roast Coffee,
"Al Bashaer, Al Hamadaniyyah, Jeddah 23761, Saudi Arabia",Cafe,Jeddah,21.7510241,39.1872327,Al Hamadaniyyah,ZASH COFFEE | زاش كافي,
"Al Hamadaniyah District, Hamdaniyah, Jeddah Saudi Arabia",Cafe,Jeddah,21.7693538,39.1798275,Al Hamadaniyyah,قهوة بون,
"Al Hamadaniyyah, Jeddah 23743, Saudi Arabia",Cafe,Jeddah,21.7392667,39.2026481,Al Hamadaniyyah,oies Cafe,
"Al Hamadaniyyah, Jeddah 23761, Saudi Arabia",Cafe,Jeddah,21.7590969,39.1976994,Al Hamadaniyyah,رستم,
"Al Hamadaniyyah, Jeddah 23761, Saudi Arabia",Cafe,Jeddah,21.7603242,39.1940307,Al Hamadaniyyah,Dijon Cafe,
"Al Hamadaniyyah, Jeddah 23761, Saudi Arabia",Cafe,Jeddah,21.4674546,39.3783715,Al Hamadaniyyah,قراوزيس كوفي,
"Al Hamadaniyyah، 3476 حي, Jeddah 23761, Saudi Arabia",Cafe,Jeddah,21.7594068,39.1917425,Al Hamadaniyyah,99 Ninety Nine Coffee,
"Al Hamadaniyyah، 7855 حي 2922, Jeddah 23743, Saudi Arabia",Cafe,Jeddah,21.7430387,39.1931332,Al Hamadaniyyah,بون Cafe,
"Al Hamadaniyyah، JGAB7081، 4010, Jeddah 23761, Saudi Arabia",Cafe,Jeddah,21.7578821,39.1968258,Al Hamadaniyyah,دارة القهوة Darat Al Qahwa,
"Al Hamadaniyyah، شارع الحمدانية الرئيسي،, Jeddah 23761, Saudi Arabia",Cafe,Jeddah,21.7545557,39.1864596,Al Hamadaniyyah,كنافة فاكتوري,
"Al Mourjan, Al Murjan, Jeddah 23714, Saudi Arabia",Cafe,Jeddah,21.7692873,39.1799602,Al Hamadaniyyah,My cafe,
"Ibrahim Al Jaffali, Al Andalus, Jeddah 23326, Saudi Arabia",Cafe,Jeddah,21.7670915,39.2005432,Al Hamadaniyyah,Mocha Coffee Shop,
"JGAA4410، 6500 عامر بن المنذر(رضي الله عنه), Al Hamadaniyyah، 4410, Jeddah 23761, Saudi Arabia",Cafe,Jeddah,21.7527473,39.2007248,Al Hamadaniyyah,SAAS café ساس Cafe,
"JGAA7256 2782 النابع, 7256, Jeddah 23761, Saudi Arabia",Cafe,Jeddah,21.7593315,39.1847508,Al Hamadaniyyah,Speranza Cafe سبيرانزا Cafe,
"P5VV+76, Al Hamadaniyyah, 2928, Jeddah 23743, Saudi Arabia",Cafe,Jeddah,21.7431875,39.1930625,Al Hamadaniyyah,Kyan‎|كيان,
"Q52P+JRM, Al Hamadaniyah District Al Hamadaniyyah،, Jeddah 23761, Saudi Arabia",Cafe,Jeddah,21.7515787,39.1870527,Al Hamadaniyyah,Cofee Shop,
"Q52W+54J حي, Al Hamadaniyyah, Jeddah 23743, Saudi Arabia",Cafe,Jeddah,21.7504577,39.195258,Al Hamadaniyyah,هارمني تايم,
"Q52W+54J, Al Hamadaniyyah, Jeddah 23743, Saudi Arabia",Cafe,Jeddah,21.7504577,39.195258,Al Hamadaniyyah,كوفي Grey,
"Q52X+478, Al Hamadaniyyah, Jeddah 23743, Saudi Arabia",Cafe,Jeddah,21.7502839,39.1981911,Al Hamadaniyyah,القهوه السودانيه,
"Q59W+V4, Al Hamadaniyyah، سوبرماركت، الحمدانية الحمدانية،، جدة 23761 بشبه, Jeddah 23761, Saudi Arabia",Cafe,Jeddah,21.7696707,39.1952384,Al Hamadaniyyah,Half sweet,
"Q5CG+3V3 23762، ابن الشطوي, Al Hamadaniyyah, Jeddah 23762, Saudi Arabia",Cafe,Jeddah,21.7701339,39.177168,Al Hamadaniyyah,Garden Cafe,
"Q5CH+QHQ, Al Hamadaniyyah, Jeddah 23762, Saudi Arabia",Cafe,Jeddah,21.7719516,39.1789738,Al Hamadaniyyah,Costa Coffee ,
"Q654+65H, Al Hamadaniyyah, Jeddah 23671, Saudi Arabia",Cafe,Jeddah,21.7580667,39.2054909,Al Hamadaniyyah,U park,
"Q663+FR2، شارع ياسر بن عامر الكناني, Al Hamadaniyyah, Jeddah 23761, Saudi Arabia",Cafe,Jeddah,21.7611457,39.2045359,Al Hamadaniyyah,سيغ (قهوة مختصة),
"Unknown, Jeddah 23761, Saudi Arabia",Cafe,Jeddah,21.7561015,39.1841102,Al Hamadaniyyah,كافي أنس البرنس,
"Yasser Bin Amer, 4904 Al kinani Street, Al Hamadaniya District, Jeddah 23761, Saudi Arabia",Cafe,Jeddah,21.7582919,39.2055163,Al Hamadaniyyah,Tim Hortons,
"الحمدانية،, Jeddah 23761, Saudi Arabia",Cafe,Jeddah,21.7502246,39.1882501,Al Hamadaniyyah,كافية رصة البن Rasat Albun Cafe,
"القاسم بن أمية, Al Hamadaniyyah, Jeddah 00000, Saudi Arabia",Cafe,Jeddah,21.7619447,39.1997401,Al Hamadaniyyah,Cafe وهج الشموخ,
"أبي الفتح الغزنوي, Al Hamadaniyyah, Jeddah 23762, Saudi Arabia",Cafe,Jeddah,21.7676354,39.1806882,Al Hamadaniyyah,CAFEYANO,
"أبي فراس الحمداني، Al Hamadaniyyah،, Jeddah 23761, Saudi Arabia",Cafe,Jeddah,21.7537564,39.1868725,Al Hamadaniyyah,كيمس الحمدانية,
"حي الحرازات، JAZA7098، 7098 قيس بن الحصين(رضي الله عنه)، 4898, Jeddah 22282, Saudi Arabia",Cafe,Jeddah,21.7701339,39.177168,Al Hamadaniyyah,ادم كافيه,
"حي, 6810 3269 أبي فراس الحمداني، Al Hamadaniyyah, Jeddah 23762, Saudi Arabia",Cafe,Jeddah,21.7729274,39.1785986,Al Hamadaniyyah,BART,
"حي, Al Hamadaniyyah, Jeddah 23743, Saudi Arabia",Cafe,Jeddah,21.7507434,39.1970973,Al Hamadaniyyah,Aromatic cup Cafe,
"حي, شارع الحمدانية، Al Hamadaniyyah, Jeddah 23743, Saudi Arabia",Cafe,Jeddah,21.7477404,39.1941166,Al Hamadaniyyah,Chicco Di Caffè,
